1.90288	1.14544
2.28198	1.16982
2.60622	1.18968
3.19206	1.22270
3.68321	1.24811
4.17109	1.27201
4.46896	1.28604
4.89847	1.30528
5.22468	1.31933
5.52564	1.33206
5.82863	1.34408
6.38006	1.36551
6.90343	1.38485
7.35510	1.40099
7.82679	1.41691
8.24393	1.43086
9.19275	1.46078
10.09009	1.48756
11.60534	1.52990
12.98693	1.56571
14.17364	1.59485
15.30621	1.62193
16.38221	1.64612
17.31326	1.66671
18.31278	1.68790
19.10433	1.70540
19.93889	1.72254
20.74814	1.73851
